feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,feedback_length,satisfaction_category,cleaning_status
fdbk103638,cust106097,2022-10-21,Visit various hard girl any play likely worker mention decision Mr.,4,Transaction,True,67,High,Cleaned and Validated
fdbk103639,cust107989,2024-04-26,Movie knowledge role should main experience reality turn room.,2,Other,True,62,Low,Cleaned and Validated
fdbk103640,cust101636,2022-12-06,Whose recognize image base high source energy cultural.,5,Other,True,55,High,Cleaned and Validated
fdbk103641,cust109215,2025-04-16,Yard student serve simple both require real company once lot identify.,3,Transaction,False,70,Medium,Cleaned and Validated
fdbk103642,cust105801,2024-01-04,Write color draw third Republican Democrat none her base.,3,Transaction,True,57,Medium,Cleaned and Validated
fdbk103643,cust101572,2024-12-17,Minute individual writer why nation red past.,1,Fraud,True,45,Low,Cleaned and Validated
fdbk103644,cust108980,2024-12-15,Improve room food same bill on about film.,5,Transaction,True,42,High,Cleaned and Validated
fdbk103645,cust108623,2025-06-16,Fire sound you third either large four western per simple behavior.,4,Fraud,False,67,High,Cleaned and Validated
fdbk103646,cust102465,2024-08-11,Rule young check TV deep rate leader.,4,Transaction,True,37,High,Cleaned and Validated
fdbk103647,cust108028,2024-08-10,Five interest position others American message.,4,Transaction,True,47,High,Cleaned and Validated
fdbk103648,cust104515,2022-11-24,Ability and dinner talk begin would something need particular.,5,Fraud,True,62,High,Cleaned and Validated
fdbk103649,cust107959,2021-06-26,Current standard you pick to nice dinner how.,5,Fraud,True,45,High,Cleaned and Validated
fdbk103650,cust109878,2025-03-09,Have population audience another must these with fight actually.,4,Transaction,True,64,High,Cleaned and Validated
fdbk103651,cust105546,2025-02-21,Series include military success seven unit new doctor support.,4,Transaction,True,62,High,Cleaned and Validated
fdbk103652,cust102806,2025-05-27,Wall whatever big relate pick product no manage democratic.,5,Fraud,True,59,High,Cleaned and Validated
fdbk103653,cust107898,2024-05-08,Notice bank understand subject activity though event fall boy end minute.,5,App_Usability,True,73,High,Cleaned and Validated
fdbk103654,cust100531,2025-01-07,Focus agree ability question word memory.,2,Transaction,False,41,Low,Cleaned and Validated
fdbk103655,cust108282,2022-09-16,Third sport skin trade white.,3,Transaction,False,29,Medium,Cleaned and Validated
fdbk103656,cust105202,2025-06-29,Number happen or under marriage team sort today into local theory.,4,Transaction,False,66,High,Cleaned and Validated
fdbk103657,cust108623,2025-06-29,May deep camera reality food compare hear begin southern.,2,Transaction,True,57,Low,Cleaned and Validated
fdbk103658,cust105498,2024-09-12,Idea work now baby condition friend.,4,Fraud,True,36,High,Cleaned and Validated
fdbk103659,cust103946,2025-08-01,Identify professional write pretty may.,5,Fraud,True,39,High,Cleaned and Validated
fdbk103660,cust108565,2024-01-06,Trade growth probably give new parent Mr add.,2,Transaction,True,45,Low,Cleaned and Validated
fdbk103661,cust107491,2024-03-31,Number personal across third a.,2,Transaction,True,31,Low,Cleaned and Validated
fdbk103662,cust107090,2022-02-18,The get spend size sit push environment answer friend.,4,Transaction,True,54,High,Cleaned and Validated
fdbk103663,cust106541,2025-07-28,Tell wish building front decision.,4,App_Usability,True,34,High,Cleaned and Validated
fdbk103664,cust103698,2023-11-17,Include table data personal civil character beautiful I.,5,Transaction,True,56,High,Cleaned and Validated
fdbk103665,cust105749,2025-05-03,Behind throw push election agreement assume.,2,Fraud,True,44,Low,Cleaned and Validated
fdbk103666,cust109754,2021-09-29,Clearly spring maybe vote yes kitchen them you six.,2,Transaction,True,51,Low,Cleaned and Validated
fdbk103667,cust108480,2023-12-27,Cold yeah matter last fire among catch face policy could.,2,App_Usability,True,57,Low,Cleaned and Validated
fdbk103668,cust101814,2023-03-03,Single wind prepare anything recent executive.,3,Fraud,True,46,Medium,Cleaned and Validated
fdbk103669,cust100183,2023-02-16,Air fall card ten model against support century.,5,App_Usability,True,48,High,Cleaned and Validated
fdbk103670,cust103815,2025-03-14,Cell development four door down include.,4,Transaction,True,40,High,Cleaned and Validated
fdbk103671,cust108446,2023-08-23,Hospital range meeting concern beat party.,5,Other,True,42,High,Cleaned and Validated
fdbk103672,cust101913,2022-09-26,Cost including but surface sell unit.,4,Transaction,True,37,High,Cleaned and Validated
fdbk103673,cust100970,2024-06-08,Positive eight smile recognize support than trial.,5,Fraud,False,50,High,Cleaned and Validated
fdbk103674,cust103782,2025-08-01,Big trip including tough college.,2,Transaction,True,33,Low,Cleaned and Validated
fdbk103675,cust100053,2023-09-27,Example most responsibility price produce us laugh order where.,1,Transaction,True,63,Low,Cleaned and Validated
fdbk103676,cust107564,2025-01-17,Similar develop image bed ground member to point.,3,Transaction,True,49,Medium,Cleaned and Validated
fdbk103677,cust103092,2024-02-27,Remember drop benefit and treat house to project.,4,App_Usability,True,49,High,Cleaned and Validated
fdbk103678,cust107139,2024-08-04,Sign sign often power whether house house staff.,5,Transaction,True,48,High,Cleaned and Validated
fdbk103679,cust108505,2025-03-13,Poor some whether imagine.,2,Transaction,False,26,Low,Cleaned and Validated
fdbk103680,cust106745,2025-05-14,Debate firm concern gun place responsibility third push friend.,3,Fraud,True,63,Medium,Cleaned and Validated
fdbk103681,cust107785,2021-07-08,Later save little amount per administration interest.,5,Other,True,53,High,Cleaned and Validated
fdbk103682,cust103592,2025-06-03,Thank high fill will great reflect else face.,3,Transaction,True,45,Medium,Cleaned and Validated
fdbk103683,cust103513,2024-05-06,Draw decision explain big.,2,Fraud,True,26,Low,Cleaned and Validated
fdbk103684,cust100039,2024-11-28,Do vote increase while industry strategy somebody wrong knowledge.,3,Fraud,True,66,Medium,Cleaned and Validated
fdbk103685,cust100671,2023-09-27,Manager perform nor candidate important soon most one pressure degree.,1,Transaction,True,70,Low,Cleaned and Validated
fdbk103686,cust102272,2023-05-26,Them build herself imagine I treat.,5,Transaction,True,35,High,Cleaned and Validated
fdbk103687,cust101465,2025-04-22,When wear local situation truth piece people.,4,Other,True,45,High,Cleaned and Validated
fdbk103688,cust101334,2025-07-24,Else health information break organization.,3,Fraud,True,43,Medium,Cleaned and Validated
fdbk103689,cust100485,2024-09-30,Prevent series anything too sport customer audience class also smile.,4,App_Usability,True,69,High,Cleaned and Validated
fdbk103690,cust105138,2025-04-11,Food manager example heart than partner.,3,Fraud,True,40,Medium,Cleaned and Validated
fdbk103691,cust102651,2024-04-21,Operation require five rock apply partner student.,4,Transaction,True,50,High,Cleaned and Validated
fdbk103692,cust106921,2024-12-24,Safe boy magazine like.,1,App_Usability,True,23,Low,Cleaned and Validated
fdbk103693,cust105103,2023-04-02,Society his have skin often.,4,Transaction,True,28,High,Cleaned and Validated
fdbk103694,cust100705,2025-02-27,Note network find available east down positive middle we.,5,Transaction,True,57,High,Cleaned and Validated
fdbk103695,cust103980,2024-07-26,Evening product example fact poor page our include believe at.,4,Transaction,True,62,High,Cleaned and Validated
fdbk103696,cust107572,2025-07-13,Than effort upon according dog wonder baby sea operation even.,5,Transaction,True,62,High,Cleaned and Validated
fdbk103697,cust108816,2024-02-23,Address collection rule be.,4,App_Usability,True,27,High,Cleaned and Validated
fdbk103698,cust106203,2025-02-02,Low worker radio each card responsibility himself far theory.,5,Other,False,61,High,Cleaned and Validated
fdbk103699,cust109532,2023-12-12,Perhaps quite cultural big may this eight spend your call.,5,Transaction,True,58,High,Cleaned and Validated
fdbk103700,cust101893,2024-07-15,Officer very everything reach.,3,Other,True,30,Medium,Cleaned and Validated
fdbk103701,cust103310,2025-07-20,Least include case community too mention among stage issue couple.,5,Fraud,True,66,High,Cleaned and Validated
fdbk103702,cust104763,2023-04-14,Issue if clear onto decision himself yet speak news.,3,Transaction,True,52,Medium,Cleaned and Validated
fdbk103703,cust100153,2022-09-13,Police seem administration exist great military kitchen home kitchen ok.,5,App_Usability,True,72,High,Cleaned and Validated
fdbk103704,cust109389,2025-05-10,Nature design cultural trip study between to interview sister by.,4,Transaction,True,65,High,Cleaned and Validated
fdbk103705,cust109434,2024-10-17,Ever common space strategy big wear class reflect woman eye actually.,1,Fraud,False,69,Low,Cleaned and Validated
fdbk103706,cust109438,2025-07-21,Decision property create body forget.,4,Transaction,True,37,High,Cleaned and Validated
fdbk103707,cust106310,2025-05-13,Cultural mother follow first during.,1,Fraud,True,36,Low,Cleaned and Validated
fdbk103708,cust108517,2023-07-25,Stage image job law evidence within.,2,Other,True,36,Low,Cleaned and Validated
fdbk103709,cust102229,2024-09-15,Affect open four leave hand together old network discussion join.,5,Fraud,False,65,High,Cleaned and Validated
fdbk103710,cust102988,2024-01-18,Assume view decision theory try near claim.,5,Transaction,True,43,High,Cleaned and Validated
fdbk103711,cust109001,2024-01-29,Fish research two happy place hot news door child better.,4,App_Usability,True,57,High,Cleaned and Validated
fdbk103712,cust102319,2025-06-26,What media resource arrive guy building.,4,Transaction,True,40,High,Cleaned and Validated
fdbk103713,cust104284,2025-07-13,Call bit cut term morning character.,3,Transaction,True,36,Medium,Cleaned and Validated
fdbk103714,cust105125,2025-07-09,Message project identify bag study professor nor bag work employee among.,5,Transaction,True,73,High,Cleaned and Validated
fdbk103715,cust103076,2025-07-21,Alone student establish affect as defense oil.,3,Transaction,True,46,Medium,Cleaned and Validated
fdbk103716,cust102734,2023-12-18,Oil doctor probably decision home soon former simple.,5,Other,True,53,High,Cleaned and Validated
fdbk103717,cust103356,2024-12-22,Husband piece buy along.,2,App_Usability,True,24,Low,Cleaned and Validated
fdbk103718,cust108659,2025-01-01,Cup page understand make president really scientist Congress oil sure.,3,Fraud,True,70,Medium,Cleaned and Validated
fdbk103719,cust106809,2024-12-31,To case somebody watch suddenly strategy sport fast.,3,Transaction,True,52,Medium,Cleaned and Validated
fdbk103720,cust102423,2024-12-22,Minute south total red recognize large eight worry can paper.,5,Transaction,True,61,High,Cleaned and Validated
fdbk103721,cust101407,2025-06-24,Citizen but Mrs attention number.,4,Fraud,True,33,High,Cleaned and Validated
fdbk103722,cust109204,2023-10-31,Senior audience result six check choose window conference.,3,Fraud,True,58,Medium,Cleaned and Validated
fdbk103723,cust101509,2024-06-22,Many high time write certain soldier choice.,5,Transaction,True,44,High,Cleaned and Validated
fdbk103724,cust106960,2024-07-12,Mission such tonight race open human budget north.,5,App_Usability,True,50,High,Cleaned and Validated
fdbk103725,cust107212,2023-08-01,Clearly husband special design direction speech attention.,5,Other,False,58,High,Cleaned and Validated
fdbk103726,cust108898,2025-07-29,Development few several energy health nearly feeling cost.,4,Fraud,True,58,High,Cleaned and Validated
fdbk103727,cust106323,2025-08-05,Once cell something too southern one toward ahead put.,4,Other,True,54,High,Cleaned and Validated
fdbk103728,cust101105,2024-12-18,Certain impact feeling line perform focus phone.,3,Transaction,True,48,Medium,Cleaned and Validated
fdbk103729,cust107163,2022-11-19,Chair pressure organization way can end past.,5,Transaction,True,45,High,Cleaned and Validated
fdbk103730,cust104446,2021-01-09,Accept avoid same several wall put set.,3,Transaction,True,39,Medium,Cleaned and Validated
fdbk103731,cust108962,2024-07-14,Center move occur fill focus part.,4,Transaction,True,34,High,Cleaned and Validated
fdbk103732,cust106559,2023-07-06,Break entire bar his difficult risk pretty pass true name.,1,Transaction,True,58,Low,Cleaned and Validated
fdbk103733,cust109171,2025-08-05,Hard guess same past key.,1,Fraud,True,25,Low,Cleaned and Validated
fdbk103734,cust108200,2025-04-05,Prepare around case although activity.,5,App_Usability,True,38,High,Cleaned and Validated
fdbk103735,cust106359,2025-03-20,Public yard mouth woman girl use attention.,3,Transaction,True,43,Medium,Cleaned and Validated
fdbk103736,cust108938,2025-03-04,Artist attack church dinner three agent.,3,Transaction,True,40,Medium,Cleaned and Validated
fdbk103737,cust105037,2023-12-19,Student media receive important care.,5,App_Usability,True,37,High,Cleaned and Validated
fdbk103738,cust104411,2024-06-28,Common camera argue family personal dog late week.,1,Transaction,False,50,Low,Cleaned and Validated
fdbk103739,cust102345,2024-10-02,Benefit beyond skill speech audience stop support because.,3,Transaction,True,58,Medium,Cleaned and Validated
fdbk103740,cust109990,2023-04-10,Who letter control professor view act physical.,4,Transaction,True,47,High,Cleaned and Validated
fdbk103741,cust107029,2025-07-23,Something film give model four interesting.,4,Transaction,True,43,High,Cleaned and Validated
fdbk103742,cust107276,2024-10-30,Own field relate certainly base ahead argue.,3,Fraud,True,44,Medium,Cleaned and Validated
fdbk103743,cust101817,2025-05-27,Mind around money age doctor value fish turn.,1,App_Usability,True,45,Low,Cleaned and Validated
